H2SiO+      E-                      SiH         OH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
H2PO+       E-                      PH          OH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
HOCS+       E-                      CS          OH                                  2.00E-07    -0.50      0.0   10.  300.  5 C DR
HSO2+       E-                      SO          OH                                  1.00E-07    -0.50      0.0   10.  300.  5 C DR
OH-                                 OH          E-                                  2.40E-07     0.00      0.9   10.41000.  3 C PH
HCOOH                               HCO         OH                                  1.30E-17     0.00    124.5   10.41000.  2 C CR
O2          OCN                     CO2         NO                                  1.32E-12     0.00      0.0  298.  298.  5 A NN
H2CO+       O2                      O2H         HCO+                                7.70E-11     0.00      0.0   10.41000.  5 A IN
O2          SiS+                    SO+         SiO                                 6.23E-11     0.00      0.0   10.41000.  5 B IN
O2          SiS+                    SiO+        SO                                  2.67E-11     0.00      0.0   10.41000.  5 B IN
He+         O2                      O2+         He                                  3.30E-11     0.00      0.0   10.41000.  5 A CE
N+          O2                      O2+         N                                   3.11E-10     0.00      0.0   10.41000.  5 A CE
O2                                  O2+         E-                                  1.30E-17     0.00     58.5   10.41000.  2 C CR
N           O2H                     O2          NH                                  1.70E-13     0.00      0.0   10.  300.  5 C NN
HCO         O2H                     O2          H2CO                                5.00E-11     0.00      0.0  300. 2500.  5 A NN
He+         SO2                     S+          O2          He                      9.00E-10    -0.50      0.0   10.41000.  5 A IN
C2H4        O2+                     C2H4+       O2                                  6.80E-10     0.00      0.0   10.41000.  5 A IN
NH3         O2+                     O2          NH3+                                2.00E-09    -0.50      0.0   10.41000.  5 A CE
Na          O2+                     O2          Na+                                 7.10E-10     0.00      0.0   10.41000.  5 A CE
Mg          O2+                     O2          Mg+                                 1.20E-09     0.00      0.0   10.41000.  5 C CE
C2H2        O2+                     C2H2+       O2                                  1.11E-09     0.00      0.0   10.41000.  5 B CE
NO          O2+                     O2          NO+                                 4.60E-10     0.00      0.0   10.41000.  5 A CE
O2+         S                       S+          O2                                  5.40E-10     0.00      0.0   10.41000.  5 C CE
O2+         H2S                     H2S+        O2                                  1.40E-09    -0.50      0.0   10.41000.  5 A CE
O2+         Fe                      Fe+         O2                                  1.10E-09     0.00      0.0   10.41000.  5 C CE
C2H3+       E-                      CH2         CH                                  1.50E-08    -0.84      0.0   50. 1000.  5 A DR
C2H4+       E-                      CH3         CH                                  1.12E-08    -0.76      0.0   10.  300.  5 C DR
C2H4+       E-                      CH2         CH2                                 2.24E-08    -0.76      0.0   10.  300.  5 C DR
HN2+        E-                      NH          N                                   6.40E-07    -0.51      0.0   10.  300.  5 A DR
C2H5+       E-                      CH3         CH2                                 4.76E-08    -0.79      0.0   10.  300.  5 A DR
C2N+        E-                      C2          N                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH2CN+      E-                      CN          CH2                                 1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH2CN+      E-                      HCN         CH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
SiN+        E-                      Si          N                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
PN+         E-                      P           N                                   1.80E-07    -0.50      0.0   10.  300.  5 C DR
CH3CHOH+    E-                      H2CO        CH3                                 1.50E-07    -0.50      0.0   10.  300.  5 C DR
HCS+        E-                      CH          S                                   7.87E-07    -0.57      0.0   10.  300.  5 A DR
HPN+        E-                      P           NH                                  1.00E-07    -0.50      0.0   10.  300.  5 C DR
HPN+        E-                      PH          N                                   1.00E-07    -0.50      0.0   10.  300.  5 C DR
PCH3+       E-                      P           CH3                                 3.00E-07    -0.50      0.0   10.  300.  5 C DR
NS+         E-                      S           N                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
PCH4+       E-                      P           CH4                                 3.00E-07    -0.50      0.0   10.  300.  5 C DR
SiF+        E-                      Si          F                                   2.00E-07    -0.50      0.0   10.  300.  5 B DR
HC3NH+      E-                      C2H2        CN                                  7.20E-07    -0.58      0.0   10.  300.  5 C DR
SiNC+       E-                      Si          CN                                  3.00E-07    -0.50      0.0   10.  300.  5 C DR
CCP+        E-                      P           C2                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
HC2S+       E-                      CS          CH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
SiS+        E-                      S           Si                                  2.00E-07    -0.50      0.0   10.  300.  5 C DR
S2+         E-                      S           S                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
SiC3H+      E-                      C3H         Si                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
HC3S+       E-                      C2S         CH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
Na+         E-                      Na                                              2.70E-12    -0.69      0.0   10.  300.  5 C RR
Mg+         E-                      Mg                                              2.80E-12    -0.86      0.0   10.  300.  5 C RR
Fe+         E-                      Fe                                              3.70E-12    -0.65      0.0   10.  300.  5 C RR
H-          N                       NH          E-                                  1.00E-09     0.00      0.0   10.41000.  5 C AD
CH3         CN-                     CH3CN       E-                                  1.00E-09     0.00      0.0   10.41000.  5 C AD
Na                                  Na+         E-                                  1.50E-11     0.00      1.8   10.41000.  3 C PH
Mg                                  Mg+         E-                                  7.90E-11     0.00      1.7   10.41000.  3 C PH
S                                   S+          E-                                  5.90E-10     0.00      2.6   10.41000.  3 C PH
Fe                                  Fe+         E-                                  2.80E-10     0.00      1.9   10.41000.  3 C PH
He                                  He+         E-                                  6.50E-18     0.00      0.0   10.41000.  1 C CP
N                                   N+          E-                                  2.70E-17     0.00      0.0   10.41000.  1 C CP
Na                                  Na+         E-                                  1.30E-17     0.00      8.5   10.41000.  2 C CR
Mg                                  Mg+         E-                                  1.30E-17     0.00     66.5   10.41000.  2 C CR
Si                                  Si+         E-                                  1.30E-17     0.00   2115.0   10.41000.  2 C CR
NO                                  NO+         E-                                  1.30E-17     0.00    247.0   10.41000.  2 C CR
P                                   P+          E-                                  1.30E-17     0.00    750.0   10.41000.  2 A CR
S                                   S+          E-                                  1.30E-17     0.00    480.0   10.41000.  2 C CR
Cl                                  Cl+         E-                                  1.30E-17     0.00    750.0   10.41000.  2 A CR
CH2CO                               CH2CO+      E-                                  1.30E-17     0.00    609.0   10.41000.  2 C CR
Fe                                  Fe+         E-                                  1.30E-17     0.00    750.0   10.41000.  2 A CR
OCS                                 OCS+        E-                                  1.30E-17     0.00    722.0   10.41000.  2 C CR
H+          CH3CN                   CH3+        HCN                                 3.00E-09    -0.50      0.0   10.41000.  5 B IN
He+         CH4                     CH3         He          H+                      4.80E-10     0.00      0.0   10.41000.  5 A IN
Na          HCO+                    HCO         Na+                                 2.60E-09     0.00      0.0   10.41000.  5 C CE
Mg          HCO+                    HCO         Mg+                                 2.90E-09     0.00      0.0   10.41000.  5 C CE
HCO+        Fe                      Fe+         HCO                                 1.90E-09     0.00      0.0   10.41000.  5 C CE
CH4         NH3+                    NH4+        CH3                                 4.80E-10     0.00      0.0   10.41000.  5 A IN
CH4         HN2+                    N2          CH5+                                8.90E-10     0.00      0.0   10.41000.  5 A IN
He+         CH4                     CH4+        He                                  5.10E-11     0.00      0.0   10.41000.  5 A CE
CH3+        Na                      Na+         CH3                                 3.40E-09     0.00      0.0   10.41000.  5 C CE
Na          Mg+                     Mg          Na+                                 1.00E-11     0.00      0.0   10.41000.  5 C CE
Na          Si+                     Si          Na+                                 2.70E-09     0.00      0.0   10.41000.  5 C CE
Na          H2CO+                   H2CO        Na+                                 2.60E-09     0.00      0.0   10.41000.  5 C CE
Na          S+                      S           Na+                                 2.60E-10     0.00      0.0   10.41000.  5 C CE
Na          SO+                     SO          Na+                                 2.30E-09     0.00      0.0   10.41000.  5 C CE
Na          Fe+                     Fe          Na+                                 1.00E-11     0.00      0.0   10.41000.  5 C CE
CH3+        Mg                      Mg+         CH3                                 3.50E-09     0.00      0.0   10.41000.  5 C CE
Mg          Si+                     Si          Mg+                                 2.90E-09     0.00      0.0   10.41000.  5 C CE
Mg          NO+                     NO          Mg+                                 8.10E-10     0.00      0.0   10.41000.  5 C CE
Mg          H2CO+                   H2CO        Mg+                                 2.90E-09     0.00      0.0   10.41000.  5 C CE
Mg          S+                      S           Mg+                                 2.80E-10     0.00      0.0   10.41000.  5 C CE
Mg          H2S+                    H2S         Mg+                                 2.80E-09     0.00      0.0   10.41000.  5 C CE
NH3         S+                      S           NH3+                                1.44E-09    -0.50      0.0   10.41000.  5 A CE
Si          S+                      S           Si+                                 1.60E-09     0.00      0.0   10.41000.  5 C CE
NO          S+                      S           NO+                                 3.70E-10     0.00      0.0   10.41000.  5 A CE
S+          Fe                      Fe+         S                                   1.80E-10     0.00      0.0   10.41000.  5 C CE
He+         H2CS                    S+          CH2         He                      8.10E-10    -0.50      0.0   10.41000.  5 C IN
CH3+        Fe                      Fe+         CH3                                 2.40E-09     0.00      0.0   10.41000.  5 C CE
Si+         Fe                      Fe+         Si                                  1.90E-09     0.00      0.0   10.41000.  5 C CE
NO+         Fe                      Fe+         NO                                  9.20E-10     0.00      0.0   10.41000.  5 C CE
H2CO+       Fe                      Fe+         H2CO                                1.90E-09     0.00      0.0   10.41000.  5 C CE
SO+         Fe                      Fe+         SO                                  1.60E-09     0.00      0.0   10.41000.  5 C CE
He+         HCN                     N           CH+         He                      6.51E-10    -0.50      0.0   10.41000.  5 A IN
He+         N2                      N+          N           He                      9.60E-10     0.00      0.0   10.41000.  5 A IN
He+         CH2CN                   CN          CH2+        He                      3.30E-09    -0.50      0.0   10.41000.  5 C IN
He+         PN                      P+          N           He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         H2CS                    S           CH2+        He                      8.10E-10    -0.50      0.0   10.41000.  5 C IN
He+         SiC2H2                  SiH+        C2H         He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         OCS                     S           CO+         He                      7.60E-10     0.00      0.0   10.41000.  5 C IN
He+         N2                      N2+         He                                  6.40E-10     0.00      0.0   10.41000.  5 A CE
He+         SO2                     SO2+        He                                  4.30E-10    -0.50      0.0   10.41000.  5 A CE
N           HCS                     S           HCN                                 1.00E-10     0.00      0.0   10.  300.  5 C NN
HS          HS                      H2S         S                                   1.30E-11     0.00      0.0  293. 2500.  5 C NN
P+          OCS                     PO+         CS                                  4.18E-10     0.00      0.0   10.41000.  5 A IN
NH3         OCS+                    NH3+        OCS                                 2.30E-09    -0.50      0.0   10.41000.  5 A CE
Si          NO                      SiO         N                                   9.00E-11    -0.96     28.0   10.  300.  5 C NN
Si          NO+                     NO          Si+                                 1.60E-09     0.00      0.0   10.41000.  5 C CE
Si          H2CO+                   H2CO        Si+                                 2.00E-09     0.00      0.0   10.41000.  5 C CE
N           SiC                     Si          CN                                  5.00E-11     0.00      0.0   10.  300.  5 C NN
N           C3                      CN          C2                                  1.00E-13     0.00      0.0   10.  300.  5 C NN
N           C2N                     CN          CN                                  1.00E-10     0.00      0.0   10.  300.  5 C NN
N           PN                      P           N2                                  1.00E-18     0.00      0.0   10.  300.  5 C NN
N           PO                      P           NO                                  2.55E-12     0.00      0.0   10.  300.  5 C NN
N2                                  N           N                                   1.30E-17     0.00     25.0   10.41000.  2 A CR
NO          HS+                     HS          NO+                                 4.50E-10     0.00      0.0   10.41000.  5 A CE
NO          H2S+                    H2S         NO+                                 3.70E-10     0.00      0.0   10.41000.  5 A CE
NH3         SiOH+                   NH4+        SiO                                 2.50E-09    -0.50      0.0   10.41000.  5 B IN
CH3+        HCN                     CH3CNH+                                         9.00E-09    -0.50      0.0   10.  300.  5 C RA
H3O+        C2H2                    CH3CHOH+                                        4.50E-12    -1.60      0.0   10.  300.  5 C RA
H3O+        C2H4                    C2H5OH2+                                        2.40E-14    -2.80      0.0   10.  300.  5 C RA
HN2+        CO2                     HCO2+       N2                                  9.80E-10     0.00      0.0   10.41000.  5 A IN
H3CO+       HCOOH                   HCOOH2+     H2CO                                2.00E-09    -0.50      0.0   10.41000.  5 B IN
CH3CN       HCOOH2+                 CH3CNH+     HCOOH                               4.07E-09    -0.50      0.0   10.41000.  5 A IN
NH3         HCOOH2+                 NH4+        HCOOH                               1.38E-09    -0.50      0.0   10.41000.  5 A IN
CH3CHO      HCOOH2+                 CH3CHOH+    HCOOH                               2.90E-09    -0.50      0.0   10.41000.  5 A IN
